"Activity" "Subject" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
"WALKING_UPSTAIRS" 9 0.254152837346939 -0.0176199785571429 -0.107825544591837 -0.429840866632653 -0.307212330238776 -0.498958735793878 0.692448361428571 -0.0448676406306123 0.109551784916327 -0.964201142244898 -0.957284496530612 -0.949476710816327 0.0998665117428571 0.0432886090967347 -0.0272015833397959 -0.472320740157143 -0.409056795708163 -0.672155108830612 -0.016383384265102 -0.087955112755102 0.0592416640822449 -0.620274131836735 -0.561012244504286 -0.486280055346939 -0.0976206993020408 -0.0417032067571429 -0.025809376655102 -0.600898756510204 -0.698014866938775 -0.62183260755102 -0.367145005367347 -0.433591104938776 -0.367145005367347 -0.433591104938776 -0.488237610855102 -0.447880320122449 -0.455171233510204 -0.55823102844898 -0.658855682632653 -0.683087352755102 -0.452394608959184 -0.344661266230612 -0.559917108081633 -0.423523680714286 -0.333379224382857 -0.507544314306122 -0.491792013120408 -0.447066845367347 -0.648087377306122 -0.500065112183673 -0.409204678502041 -0.695001906734694 -0.549277905102041 -0.594946123040816 -0.494539614612245 -0.645104406673469 -0.546486695693878 -0.533350840081633 -0.41782416022449 -0.532588906897959 -0.444916189020408 -0.456967327795918 -0.591111454 -0.616632315510204 -0.686117803897959 -0.702452533530612
"WALKING_UPSTAIRS" 10 0.255527295957447 -0.0183425532404255 -0.110726236697872 -0.564523494653192 -0.389484938161702 -0.529492701953192 0.579843901914894 0.043429635212766 0.161164407094106 -0.960939928085106 -0.940052089361702 -0.920418264680851 0.106435035404255 0.0382614932808511 -0.00072855609 -0.592684287531915 -0.532362433851064 -0.749573818212766 0.0249019318510638 -0.0942525901046808 0.125440352 -0.651623595978723 -0.598340888659574 -0.566786084978723 -0.114078615939149 -0.0509864433787234 -0.0688564032595745 -0.674952562085106 -0.758994978382979 -0.713055946382979 -0.473598455676596 -0.545027813574468 -0.473598455676596 -0.545027813574468 -0.598926195851064 -0.576717986531915 -0.511785593234043 -0.593362543659574 -0.725909637574468 -0.755640599870213 -0.578460965340426 -0.43767808306383 -0.61284200093617 -0.559950079268085 -0.405452673404255 -0.524374571519149 -0.613111947787234 -0.560393694276596 -0.732079502851064 -0.608042474468085 -0.533828327102128 -0.765967089340426 -0.595625711553191 -0.650162189765957 -0.581992006278723 -0.672128075212766 -0.575439512380851 -0.604589251085106 -0.529037308985106 -0.626080881510638 -0.565004215106383 -0.594860074531915 -0.644539090234043 -0.631011455085106 -0.753289715191489 -0.77726297606383
"WALKING_UPSTAIRS" 11 0.256781744259259 -0.0262029644424074 -0.108248116611111 -0.471787330259259 -0.304145365777778 -0.406529328818518 0.574558940555556 0.00726902667851852 0.0819768560314815 -0.961666602777778 -0.934467277037037 -0.91068535 0.0632398391851852 0.0488900791562963 0.0152076948133333 -0.490860741766667 -0.428073163314815 -0.662231855061111 -0.0444426445648148 -0.0681867557537037 0.0874427674074074 -0.586732913666667 -0.534480363483333 -0.528066797388889 -0.10215402252963 -0.0534391466592593 -0.048143803837037 -0.625412823518519 -0.673625001777778 -0.648575375 -0.36552697025 -0.429087207444444 -0.36552697025 -0.429087207444444 -0.498439422833333 -0.461833789481481 -0.438317557951852 -0.507480174722222 -0.654726980203704 -0.666300114851852 -0.486208235883333 -0.333413188018519 -0.506692917148148 -0.467461161685185 -0.335450364462963 -0.403973973355556 -0.519028193514815 -0.458987356444444 -0.639633423074074 -0.508148234268519 -0.43405411612963 -0.68474018687037 -0.53107094507963 -0.572632511703704 -0.509097485666667 -0.607550911925926 -0.519728350166667 -0.578921700259259 -0.428958121 -0.522207296351852 -0.466056303688889 -0.460707999962963 -0.564427256338889 -0.558552848224074 -0.67354675862963 -0.68260300212963
"WALKING_UPSTAIRS" 12 0.258056582115385 -0.0168605440998654 -0.100638641307692 -0.568606526807692 -0.429978146346154 -0.55256270325 0.524901140461538 0.00996634157692307 0.143116251323077 -0.966046787884615 -0.957955485192308 -0.930283958269231 0.0921432950076923 0.0496607839923077 0.00852718244057692 -0.596192693826923 -0.535254157044231 -0.720954017307692 -0.0543076672 -0.0606606214 0.104410594682692 -0.677066169903846 -0.606989411115385 -0.608667275403846 -0.1231586365 -0.0501595816038462 -0.0224343093846154 -0.681601150961539 -0.727167668269231 -0.706248772257692 -0.493537306809615 -0.551049886173077 -0.493537306809615 -0.551049886173077 -0.599527485134615 -0.562487641846154 -0.544106690151923 -0.610579064423077 -0.712579978480769 -0.714813534 -0.585538008280769 -0.449997608257692 -0.607141869017308 -0.563673064615385 -0.455760588384615 -0.560228522747692 -0.613410155942308 -0.556146714073077 -0.701519925384615 -0.614863626557692 -0.544791777057692 -0.739585306615385 -0.620107374384615 -0.635472269673077 -0.601071932061538 -0.696861038173077 -0.596277766884615 -0.648674946730769 -0.539650277971154 -0.628666193115385 -0.555006646311539 -0.575450322153846 -0.644471748403846 -0.656949552403846 -0.720699006903846 -0.728430175019231
"WALKING_UPSTAIRS" 13 0.259105377636364 -0.0172861635612727 -0.104581573109091 -0.623254863272727 -0.476422110692364 -0.630353402181818 0.334055700545455 0.120922563454545 0.262453284063636 -0.965036860363636 -0.968771928909091 -0.946421019272727 0.0937434236114545 0.0176810630130909 -0.00305756335549091 -0.6497132916 -0.583300950981818 -0.770798004981818 -0.0365800066365455 -0.0850001692854545 0.0964329960836364 -0.715179610618182 -0.696035159163636 -0.635663043636364 -0.0980291697181818 -0.0507612693927273 -0.0682556669654545 -0.700022992152727 -0.796039847454545 -0.715529311018182 -0.552532903981818 -0.619154789818182 -0.552532903981818 -0.619154789818182 -0.646013195909091 -0.632905873490909 -0.610597706656364 -0.673192698363636 -0.754349020872727 -0.777203987418182 -0.648005385927273 -0.519975335394545 -0.682937766436364 -0.615354047818182 -0.488797882141818 -0.632966772809091 -0.672410646490909 -0.612937154981818 -0.752666293925455 -0.657978985345455 -0.579342366845455 -0.787599982 -0.655846118258182 -0.722455190394545 -0.624897713469091 -0.735940055090909 -0.685695914727273 -0.675098514381818 -0.613803034945455 -0.681862729236364 -0.62697903124 -0.644178629727273 -0.703546646163636 -0.711825864636364 -0.782317249454546 -0.786694910992727
"WALKING_UPSTAIRS" 14 0.260219751851852 -0.020550061402037 -0.11253837337037 -0.560597012477778 -0.436993409185185 -0.558275559183333 0.570788721703704 0.0425583948537037 0.103265269374074 -0.967962736851852 -0.958715937222222 -0.945247431851852 0.0656791296148148 0.0339358534222222 -0.0480986806037037 -0.585160340777778 -0.551751346735185 -0.725019782777778 -0.0654818459827778 -0.0459329083907407 0.0927196521851852 -0.672383063994444 -0.635610163351852 -0.618509418888889 -0.0858545064240741 -0.0658448671292593 -0.0550914743166667 -0.694250893907407 -0.752886584814815 -0.718037553703704 -0.495775470240741 -0.533483544068519 -0.495775470240741 -0.533483544068519 -0.595889163703704 -0.575280214246296 -0.544392001462963 -0.599716932685185 -0.729689768518519 -0.744304777175926 -0.580043758492593 -0.472210895531481 -0.621400987944444 -0.554840552918519 -0.455547910618519 -0.563146664222222 -0.606957158407407 -0.579205032388889 -0.70549673762963 -0.600332504981481 -0.552384246759259 -0.743153595 -0.625122721666667 -0.664449293685185 -0.607092354611111 -0.689743563425926 -0.625161292185185 -0.658909692592593 -0.525250597833333 -0.612038005177778 -0.575642772481481 -0.577933709814815 -0.644893244425926 -0.642877197592593 -0.746335694535185 -0.76085372987037
"WALKING_UPSTAIRS" 15 0.261124180416667 -0.0173538152254167 -0.1066036108125 -0.534029780331854 -0.368641065608333 -0.5226897218625 0.586270506458333 -0.03965796898125 0.111654348714583 -0.969609106041667 -0.954600601041667 -0.942418537291667 0.054265906646875 0.0157641781497917 -0.0255340687416667 -0.548857446716667 -0.5047851415375 -0.7213202891875 -0.0221570049291667 -0.09142706293125 0.107634927925 -0.6701068655 -0.595418972979167 -0.5518920109375 -0.05938774475625 -0.0535028133722917 -0.0605605750416667 -0.674008851041667 -0.744464614354167 -0.670897332145833 -0.446661208416667 -0.52581675506875 -0.446661208416667 -0.52581675506875 -0.561363321291667 -0.550093177458333 -0.51030255055625 -0.6010560971875 -0.708176490791667 -0.737048714583333 -0.548751427125 -0.413370843485417 -0.597607319416667 -0.529538593614583 -0.3869343358125 -0.522788960010417 -0.569757806954167 -0.5333948245125 -0.697825179791667 -0.567932318732292 -0.507599744652083 -0.743607264375 -0.6108570011875 -0.632579253291667 -0.550064641325 -0.690522280083333 -0.579907020154167 -0.595967497104167 -0.517002936729167 -0.607286930270833 -0.536777117354167 -0.571887003745833 -0.638427282041667 -0.647685586458333 -0.737245862083333 -0.756554890583333
"WALKING_UPSTAIRS" 16 0.261855147058824 -0.0211641417921569 -0.112668613431373 -0.513505137309804 -0.389180258004902 -0.502697816431373 0.563433484470588 0.0456141596666667 0.0897907768254902 -0.966279726862745 -0.958187841568627 -0.946738140784314 0.0902049823921569 0.00611336665450981 0.00264268350392157 -0.526739731917647 -0.528416648980392 -0.690291111313725 -0.0282200646352941 -0.0760838704509804 0.0478522345098039 -0.629570296356863 -0.576901660333333 -0.573944366807843 -0.0617222729509804 -0.0341481282990196 -0.0562795766176471 -0.66328060145098 -0.716785514941176 -0.678229921372549 -0.440643528372549 -0.499118628019608 -0.440643528372549 -0.499118628019608 -0.549479020641176 -0.525294172637255 -0.480445113666667 -0.565799142568627 -0.691940871941176 -0.71715837772549 -0.530010540882353 -0.423071235764706 -0.562413672215686 -0.509770574807843 -0.413355722213725 -0.513432893758824 -0.557058459258824 -0.548574108 -0.665299152137255 -0.537676059241176 -0.539059898568627 -0.714085489682353 -0.573579995156863 -0.614992803411765 -0.556937797478431 -0.649886150039216 -0.561995508761372 -0.621910139801961 -0.479699837039216 -0.590980573117647 -0.517823136292157 -0.53976676245098 -0.614059798803922 -0.61320013454902 -0.71852263654902 -0.736689337470588
"WALKING_UPSTAIRS" 17 0.262403366041667 -0.0184668604166667 -0.122621626166667 -0.612224943583333 -0.501532361145833 -0.575792232947917 0.520482563541667 -0.000782522791666666 0.101529671766667 -0.970632996041667 -0.954563064583333 -0.928337853333333 0.0957410709633333 0.00322443077104167 0.0530294404104167 -0.64080350275 -0.6026066050625 -0.746442475010417 0.00276349038333333 -0.100084209097917 0.086154706125 -0.7139471376875 -0.6584540725625 -0.623790103902083 -0.109348367570833 -0.0471964043145833 -0.040088435761875 -0.7285459249375 -0.774728236708333 -0.733602603125 -0.5396246146875 -0.598589390833333 -0.5396246146875 -0.598589390833333 -0.643386095458333 -0.6199741200625 -0.580568221791667 -0.629337955208333 -0.752152293958333 -0.764139165979167 -0.630115453777083 -0.529969368979167 -0.640004501395833 -0.606629847041667 -0.520430255895833 -0.5778614580625 -0.663520174833333 -0.621176726395833 -0.726803458854167 -0.649694599583333 -0.60959713675 -0.764612736020833 -0.66261174925 -0.696501415854167 -0.625656082645833 -0.732027581916667 -0.642780856145833 -0.6595916459375 -0.5940170154375 -0.665908109333333 -0.61771530425 -0.625461731104167 -0.672963045416667 -0.666877956291667 -0.771120870125 -0.77239503
"WALKING_UPSTAIRS" 18 0.263220173965517 -0.016349298132931 -0.108450931827586 -0.65678385487931 -0.547404099723793 -0.650213929517241 0.469684934827586 0.18728661962069 0.145726586289655 -0.966096191724138 -0.948621118793103 -0.941403478965517 0.121517959453448 0.0155335849205172 -0.0153292452632759 -0.671685108215517 -0.62125937347069 -0.791930391982759 -0.0455662657189655 -0.055965261997069 0.0934906188551724 -0.737644734137931 -0.701008947072414 -0.689323194017241 -0.0863738836137931 -0.0592583201793103 -0.0598119596827586 -0.760657481034483 -0.807330852155172 -0.755114332205172 -0.599796485617241 -0.640822190275862 -0.599796485617241 -0.640822190275862 -0.678886004603448 -0.654294808303448 -0.62640449637931 -0.676304339137931 -0.787804839827586 -0.795695154086207 -0.664270992675862 -0.566454862268965 -0.704285779531034 -0.655338157017241 -0.566448063193103 -0.65022045637931 -0.684026880534483 -0.642890214413793 -0.775529354155172 -0.68908110712069 -0.623991946010345 -0.807158937931034 -0.696164249913793 -0.729652574965517 -0.672585856431035 -0.752753305862069 -0.690566851741379 -0.725171335758621 -0.635735024517241 -0.699703355001724 -0.647853545453448 -0.665532893948276 -0.715257151896552 -0.709227717586207 -0.79701679462069 -0.808769855344828
"WALKING_UPSTAIRS" 19 0.264101749 -0.01758557541 -0.10311007735 -0.68102797575 -0.589941726335 -0.666503916675 0.445236076725 0.12384052945 0.275061026615 -0.96217823475 -0.96466164 -0.952972552 0.063306680175 0.02298351147625 0.04657595815625 -0.7065137156065 -0.66904134595 -0.800912294 -0.08238525499 -0.0265162974075 0.051926798725 -0.757551800225 -0.6999469756 -0.71436792505 -0.1028763649825 -0.03417578657 -0.0340847789525 -0.7700530341 -0.8216591205 -0.798859962125 -0.627902543875 -0.66952352925 -0.627902543875 -0.66952352925 -0.7091090112 -0.697317933085 -0.637570770925 -0.694946487675 -0.8039159835 -0.81477672 -0.699157628875 -0.6175668531875 -0.72256867275 -0.6757373015 -0.6028603576 -0.666109451435 -0.725873058825 -0.690173378775 -0.784695605 -0.71303466585 -0.668189970325 -0.81594489575 -0.716564302675 -0.74024358 -0.7141027517 -0.7720711145 -0.683877837125 -0.741745938775 -0.6666037495 -0.724367812625 -0.696966047885 -0.700491886675 -0.73234279025 -0.7261894015 -0.81730897575 -0.82541531825
"WALKING_UPSTAIRS" 20 0.264835101372549 -0.0175226007515686 -0.108598836098039 -0.688852756470588 -0.579919816080392 -0.667065112607843 0.424141825490196 0.151487239843137 0.247948104196078 -0.967503619215686 -0.964577452156863 -0.956605292156863 0.104894851568627 0.0118352545941176 -0.0349489664541177 -0.701134366294118 -0.655366219784314 -0.773435371764706 -0.0307600840215686 -0.0887316419294118 0.0762930425941176 -0.779321818627451 -0.710227456196078 -0.704723530196078 -0.0939404325333333 -0.0293992500215686 -0.0377271208019608 -0.750912721686275 -0.800479112764706 -0.784027843921569 -0.632029658066667 -0.66270121145098 -0.632029658066667 -0.66270121145098 -0.696422903823529 -0.671950338039216 -0.665340041901961 -0.697294933960784 -0.786544519843137 -0.791084387411765 -0.691171022705882 -0.60159525764902 -0.700021682035294 -0.689136711507843 -0.595858218605882 -0.677571343280392 -0.709562166254902 -0.669985273809804 -0.755951002058823 -0.719701166058824 -0.663587934217647 -0.789364682745098 -0.722251451058823 -0.734395875666667 -0.693897987098039 -0.798891748235294 -0.701594134627451 -0.737022476509804 -0.652369810490196 -0.721778955519608 -0.668468873666667 -0.678649609882353 -0.724086768392157 -0.734784573137255 -0.794083318784314 -0.802340116960784
"WALKING_UPSTAIRS" 21 0.265468461276596 -0.0230249922370213 -0.108728408702128 -0.704959457917021 -0.605257404757447 -0.686415878589362 0.52954203893617 0.118424595108511 0.152671676638298 -0.971420865319149 -0.952259784042553 -0.946762041489362 0.0835621116382979 0.00780825409340425 -0.0285101925017021 -0.726208250297872 -0.675912179021277 -0.79666920406383 -0.0330553772401702 -0.0911319567659575 0.116439605255319 -0.781732404893617 -0.741859414255319 -0.724481645617021 -0.0816914624276596 -0.0550194564893617 -0.0729344665340425 -0.796690682297872 -0.815062256382979 -0.804907821914894 -0.646602435125532 -0.693958719574468 -0.646602435125532 -0.693958719574468 -0.718985036680851 -0.705698999957447 -0.677555892146809 -0.740261345765957 -0.806979099361702 -0.818197350638298 -0.725257353 -0.626185161574468 -0.735788945723404 -0.698431180148936 -0.620384097 -0.686779709151064 -0.746975581712766 -0.69983114767234 -0.79350583106383 -0.73016310286383 -0.672484414553192 -0.799541567702128 -0.754420306489362 -0.756588214744681 -0.724244354382979 -0.791637639148936 -0.736249746787234 -0.750586697021277 -0.687812122617021 -0.74564985622766 -0.708740360468085 -0.704366122680851 -0.769024896659575 -0.767166077340426 -0.827894982340426 -0.819691271276596
"WALKING_UPSTAIRS" 22 0.266064033571429 -0.021220076632381 -0.10677747902381 -0.80095691852381 -0.704080747285714 -0.771574840714286 0.419074324285714 0.214875015595238 0.178946721704762 -0.97564801 -0.961190217142857 -0.951326907619048 0.0843755297619048 -0.0122236075907143 -0.0174973556947619 -0.799362042142857 -0.765347675666667 -0.857606553571429 -0.0547369603380952 -0.0715999008333333 0.0906895146666667 -0.819772941428571 -0.833356802857143 -0.793192007619048 -0.104144421014286 -0.032152640897619 -0.0587318512904762 -0.826238779404762 -0.880825887142857 -0.862464788333333 -0.748540763809524 -0.7810044685 -0.748540763809524 -0.7810044685 -0.799654025452381 -0.782851278047619 -0.768420392214286 -0.809608642857143 -0.864310059761905 -0.87353030452381 -0.806476351692857 -0.722383309109524 -0.799386876904762 -0.79941019447619 -0.714546503592857 -0.77525487047619 -0.812764704904762 -0.77982324702381 -0.847366547619048 -0.803373502928571 -0.765444346309524 -0.866615446428571 -0.780892356738095 -0.840887264761905 -0.798933713714286 -0.832664723333333 -0.831013047142857 -0.811009975952381 -0.773374789095238 -0.820627235357143 -0.780882281857143 -0.786619884880952 -0.827399033571429 -0.832036517142857 -0.878793707857143 -0.875848497619048
"WALKING_UPSTAIRS" 23 0.266810252156863 -0.0175639386019608 -0.100290729509804 -0.70739869354902 -0.644935098023529 -0.736115778233333 0.35750824254902 0.206837852901961 0.282100451572549 -0.974980756470588 -0.970345262156863 -0.956977638431373 0.0348070565490196 0.062016645902549 -0.00399843674215686 -0.720880667117647 -0.702109044245098 -0.827240219215686 0.00276077803921569 -0.0918188192705882 0.075426074372549 -0.792566831960784 -0.767617302352941 -0.754883464901961 -0.122185162272549 -0.0531279940194118 -0.0528479473019608 -0.788320222156863 -0.85083571 -0.815826285882353 -0.672737406745098 -0.702208538568627 -0.672737406745098 -0.702208538568627 -0.738262177176471 -0.70548403554902 -0.711135406666667 -0.745383946470588 -0.826722974705882 -0.841229814313725 -0.707505251 -0.658303017745098 -0.766140204117647 -0.708332245745098 -0.661276312333333 -0.741520175490196 -0.732645203803922 -0.717514876611765 -0.811587210980392 -0.733949074980392 -0.705933249901961 -0.841412681764706 -0.749972329411765 -0.787812905098039 -0.73785990554902 -0.807292978823529 -0.75901618294902 -0.784093114313726 -0.691098437901961 -0.755580529960784 -0.704366592009804 -0.708592364680392 -0.77204523254902 -0.773308910588235 -0.841538213333333 -0.852288307647059
"WALKING_UPSTAIRS" 24 0.267510169661017 -0.0206029876832203 -0.104596693779661 -0.694914699779661 -0.575466965474576 -0.652307804050847 0.624740594576271 0.0167422233220339 0.116991988925424 -0.971914000169491 -0.957827959322034 -0.938304333559322 0.113101560215424 0.000687317279661017 -0.0387529122847458 -0.712619476440678 -0.667271077864407 -0.787203710627119 -0.0180101184355932 -0.076501247020339 0.075626457559322 -0.755157962881356 -0.729264459372881 -0.690040559491525 -0.106839148389831 -0.0407804542508475 -0.0562557326745763 -0.779029159491525 -0.81198352140678 -0.784295217457627 -0.626503010661017 -0.674926331525424 -0.626503010661017 -0.674926331525424 -0.703860958254237 -0.702906792759322 -0.664837542169492 -0.704260933050847 -0.797038027661017 -0.804549701847458 -0.709750875969491 -0.6103963435 -0.703802999423729 -0.690641815464407 -0.585589771661017 -0.654494706474576 -0.730504164830509 -0.691147740915254 -0.773121078050848 -0.720242289305085 -0.664875540172881 -0.800325679350847 -0.722015600677966 -0.752463365423729 -0.695552695915254 -0.767743452033898 -0.720758072305085 -0.718104021864407 -0.669123079886441 -0.730039786830509 -0.697298976457627 -0.712823370491525 -0.736694633728814 -0.737107136966102 -0.807338898237288 -0.815083138644068
"WALKING_UPSTAIRS" 25 0.268238296153846 -0.0186555591784615 -0.111111049261538 -0.781612519246154 -0.703670479753846 -0.758808895876923 0.477382281953846 0.138750343315385 0.217824745344615 -0.980196680153846 -0.972392324769231 -0.961876674307692 0.0861947009646154 -0.0104927461198615 -0.0132062214829231 -0.785898953707692 -0.763144837538462 -0.856316761753846 -0.0550553846661538 -0.0695551999692308 0.0953960837353846 -0.799178983 -0.80838216556 -0.796514804476923 -0.107709533395385 -0.05192283873 -0.0640642503233846 -0.840791691692308 -0.875692052307692 -0.848014028923077 -0.737734895507692 -0.770142369 -0.737734895507692 -0.770142369 -0.789883644323077 -0.778781531476923 -0.754830671116923 -0.747677123861539 -0.858911980984615 -0.868848369230769 -0.793029100507692 -0.721075024323077 -0.79662595516 -0.778148945723077 -0.714129787984615 -0.758616288738462 -0.797613177093846 -0.773923934307692 -0.846434378307692 -0.793327479553846 -0.767942858769231 -0.8648584244 -0.784838890430769 -0.826757149230769 -0.794612684046154 -0.806424594230769 -0.801034473927692 -0.816627321076923 -0.764343089384615 -0.809834210307692 -0.777250476261538 -0.782145993750769 -0.7982802368 -0.762440441846154 -0.871376976646154 -0.874941488923077
"WALKING_UPSTAIRS" 26 0.268804336 -0.0139838901272727 -0.109091844496364 -0.761282403178182 -0.656976427963636 -0.748811499054545 0.565385133818182 -0.00309064500493273 0.118312371258182 -0.977165955090909 -0.969719757454545 -0.954995004727273 0.097164813064 0.00509953351545455 -0.0246099016418182 -0.763026831763636 -0.72795642464 -0.837463763363636 0.00187624490181818 -0.0972118848781818 0.0627002878727273 -0.806173782254546 -0.781619243236364 -0.753325981236364 -0.09598611 -0.0442537188123636 -0.0346737399090909 -0.808381801254546 -0.843516653090909 -0.813328614054545 -0.709374950654545 -0.748153525818182 -0.709374950654545 -0.748153525818182 -0.762943980492727 -0.753187660536364 -0.726146316290909 -0.753626533090909 -0.828873976181818 -0.833830125327273 -0.768203216054545 -0.685151291581818 -0.777347294036364 -0.759637410896364 -0.664868345836364 -0.754509709272727 -0.775140050836364 -0.742763237272727 -0.823548688527273 -0.771854694 -0.731031850127273 -0.849940158618182 -0.767281033327273 -0.792828046163636 -0.746264708692727 -0.819279782654545 -0.778361264163636 -0.779751839690909 -0.737788058674545 -0.793779948072727 -0.746113276 -0.766135790327273 -0.776279192672727 -0.781976534581818 -0.836664996545455 -0.842804441236364
"WALKING_UPSTAIRS" 27 0.269265169215686 -0.0198012436666667 -0.110494090431373 -0.729163397078431 -0.638148956745098 -0.675992637313725 0.540633768823529 0.101585786745098 0.100744192072549 -0.980807915098039 -0.963488475294118 -0.961032056862745 0.0677778037 0.00441226472241177 -0.0109979213505294 -0.7351486 -0.694937956698039 -0.808490641960784 -0.0353888622529412 -0.0687194353039216 0.0861104515137255 -0.80036123 -0.739846188862745 -0.713901259431373 -0.104490971181314 -0.0512513995294118 -0.0489928341803922 -0.790315250921569 -0.81225983327451 -0.798947101333333 -0.669500080921569 -0.711430796490196 -0.669500080921569 -0.711430796490196 -0.734267253313725 -0.715678876098039 -0.699567203862745 -0.750448421901961 -0.806302970980392 -0.806021998290196 -0.732740523 -0.650868192490196 -0.726513092341176 -0.728618857235294 -0.655634370721569 -0.674959447333333 -0.752784792215686 -0.709632238509804 -0.792991855745098 -0.741568621607843 -0.700645984764706 -0.822891605882353 -0.757814431878431 -0.750109910098039 -0.71327219454902 -0.814752196666667 -0.737755259840392 -0.741217660784314 -0.704388686941177 -0.760755115333333 -0.716514159196078 -0.716170249705882 -0.763784476901961 -0.78625737 -0.809498136019608 -0.815524079607843
"WALKING_UPSTAIRS" 28 0.269731878039216 -0.0135400313107843 -0.097137359372549 -0.781858006078431 -0.663906687407843 -0.755131199313726 0.578623580392157 0.0497365230784314 0.222439298951765 -0.977453733921569 -0.955331286666667 -0.937739093529412 0.0896457240607843 0.00317786628627451 -0.0186239416684314 -0.784891208627451 -0.727075363652941 -0.857570049607843 -0.0417831112745098 -0.0690875759058824 0.0788194207107843 -0.810378326176471 -0.79553804445098 -0.801224522745098 -0.0899034655294118 -0.0365943825019608 -0.0259533368058824 -0.805678310470588 -0.858792038196078 -0.829623722201961 -0.722227919941177 -0.754343420196078 -0.722227919941177 -0.754343420196078 -0.780680159176471 -0.763984966745098 -0.750101117509804 -0.775420990711765 -0.840313253333333 -0.847299095980392 -0.787006426666667 -0.692348034786667 -0.791341824280392 -0.780744376470588 -0.671870026235294 -0.756076396745098 -0.796922782627451 -0.747282147019608 -0.848160604117647 -0.791874244717647 -0.724370576823529 -0.865720212490196 -0.776395190490196 -0.819248032862745 -0.791899390039216 -0.822568219803922 -0.785058477166667 -0.823950419019608 -0.758550997098039 -0.791856220843137 -0.76705728054902 -0.761498811333333 -0.799250999294118 -0.799604050215686 -0.854373628058824 -0.849025959607843
"WALKING_UPSTAIRS" 29 0.270131547755102 -0.0150224996485714 -0.108472519795918 -0.851963354655102 -0.773167843612245 -0.805583399979592 0.610921188306122 0.0489369531938776 0.164040111387755 -0.980106614081633 -0.954259168367347 -0.94958800244898 0.0886014679122449 0.00477170468642857 -0.021376225378551 -0.867872781428571 -0.843762553591837 -0.893952246326531 -0.0362225543806122 -0.0777825742367347 0.0948235234040816 -0.889916136122449 -0.872683148367347 -0.834454849591837 -0.0949366430938775 -0.0568955360510204 -0.0618115679755102 -0.902221183469388 -0.914832861836735 -0.900372767959184 -0.801566407291837 -0.823888643306122 -0.801566407291837 -0.823888643306122 -0.861162504489796 -0.86266287244898 -0.833368741428571 -0.853165673265306 -0.909971515714286 -0.912239472653061 -0.864240322489796 -0.801249445285714 -0.844005700612245 -0.847815911322449 -0.773986251655102 -0.80111395055102 -0.876298535306122 -0.854510787142857 -0.884488914081633 -0.87113759122449 -0.842802570806122 -0.902348681632653 -0.86949525755102 -0.876557063265306 -0.845573236326531 -0.897181 -0.872385393265306 -0.846511488163265 -0.829288153367347 -0.84926926755102 -0.860034045918367 -0.866129607755102 -0.87166292122449 -0.866992190408163 -0.913243267346939 -0.917286290408163
